corpus_row_id,module,source_lesson_node_id,source_lesson_id,source_lesson_title,source_assignment_date,source_path,prerequisite_text,normalized_text,prerequisite_type,physics_topics,math_subtypes,prerequisite_depth,atomicity,mapping_status,direct_match_count,primary_target_node_id,primary_target_lesson_id,primary_target_lesson_title,primary_target_module,primary_target_assignment_date,primary_target_path,temporal_relation,match_confidence,match_basis,match_evidence,candidate_rank,candidate_score,top_unaccepted_candidate_title,top_unaccepted_candidate_path,top_unaccepted_candidate_score,review_scope,cycle_flag,future_review_flag
P212-0427,M2,212-M2-045,212-M2-045,Moment of Inertia of a Rod–Ball Composite,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-9.md,The parallel-axis theorem is $I=I_{\text{cm}}+Md^2$.,the parallel-axis theorem is i=icm+md^2,"Physics concept, law, or relation",Moment of inertia,,D3,Atomic,direct-match,1,212-M2-022,212-M2-022,Shifting a Moment of Inertia to a Parallel Axis,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-6.md,earlier,High,worked_move_equivalent,The lesson directly teaches the parallel-axis theorem I equals I-cm plus M d squared.,2,0.5259,,,,semantically-reviewed,false,false
P212-0428,M2,212-M2-046,212-M2-046,Finding a Two-Object Center of Mass in the Plane,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-10.md,Coordinates in the plane,coordinates in the plane,Representation and spatial literacy,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Center of Mass of Identical Blocks,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-3.md,0.2478,algorithmic-screen-only,false,true
P212-0429,M2,212-M2-046,212-M2-046,Finding a Two-Object Center of Mass in the Plane,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-10.md,The center of a uniform rod is its midpoint,the center of a uniform rod is its midpoint,Mathematical technique,,Geometry and trigonometry,D2,Atomic,direct-match,1,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,M2,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,earlier,High,concept_equivalent,The lesson places the center of a uniform rod at its midpoint L over two.,2,0.3072,,,,semantically-reviewed,false,false
P212-0430,M2,212-M2-046,212-M2-046,Finding a Two-Object Center of Mass in the Plane,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-10.md,"The magnitude of a vector $\langle x,y\rangle$ is $\sqrt{x^2+y^2}$","the magnitude of a vector \langle x,y\rangle is x^2+y^2",Mathematical technique,,Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Torque from a Force at an Angle,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,0.2196,algorithmic-screen-only,false,true
P212-0431,M2,212-M2-047,212-M2-047,Shifting Moment of Inertia to the Center-of-Mass Axis,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-11.md,"Use the parallel-axis theorem, $I_{\text{off}}=I_{\text{CM}}+Md^2$.","use the parallel-axis theorem, ioff=icm+md^2","Physics concept, law, or relation",Moment of inertia,,D3,Atomic,direct-match,1,212-M2-022,212-M2-022,Shifting a Moment of Inertia to a Parallel Axis,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-6.md,earlier,High,worked_move_equivalent,The lesson teaches and practices shifting inertia with I-off equals I-CM plus M d squared.,1,0.4715,,,,semantically-reviewed,true,true
P212-0432,M2,212-M2-047,212-M2-047,Shifting Moment of Inertia to the Center-of-Mass Axis,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-11.md,Add the masses of a composite system.,add the masses of a composite system,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,direct-match,1,212-M2-004,212-M2-004,Finding the Center of Mass of Joined Cubes,M2,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-4.md,earlier,Medium,worked_move_equivalent,The composite-object lesson builds total mass by summing the component masses in its weighted average.,5,0.2662,,,,semantically-reviewed,false,true
P212-0433,M2,212-M2-047,212-M2-047,Shifting Moment of Inertia to the Center-of-Mass Axis,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-11.md,Square a square root and combine fractional coefficients.,square a square root and combine fractional coefficients,Mathematical technique,,Numeracy and arithmetic,D2,Compound,no-direct-match-after-review,0,,,,,,,,,,,,,Moment of Inertia About an Off-Center Rod Pivot,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,0.3597,candidate-set-semantically-reviewed,false,true
P212-0434,M2,212-M2-048,212-M2-048,Angular Momentum About a Combined Center of Mass,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-12.md,Compute a center-of-mass coordinate with a mass-weighted average.,compute a center-of-mass coordinate with a mass-weighted average,Mathematical technique,,Numeracy and arithmetic | Ratios and proportional reasoning | Geometry and trigonometry,D2,Atomic,direct-match,1,212-M2-002,212-M2-002,Center of Mass of Two Point Masses,M2,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-2.md,earlier,High,worked_move_equivalent,The lesson calculates a center-of-mass coordinate with a mass-weighted average.,1,0.4935,,,,semantically-reviewed,false,false
P212-0435,M2,212-M2-048,212-M2-048,Angular Momentum About a Combined Center of Mass,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-12.md,Write linear momentum as $\vec p=m\vec v$.,write linear momentum as p=m v,"Physics concept, law, or relation",Energy and momentum,Vector mathematics,D3,Atomic,direct-match,1,212-M2-035,212-M2-035,Finding Angular Speed After a Bullet Embeds in a Rotor,M2,2026-07-14,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-5.md,earlier,High,worked_move_equivalent,The lesson turns the bullet's linear momentum m v into orbital angular momentum m v r.,2,0.2819,,,,semantically-reviewed,false,false
P212-0436,M2,212-M2-048,212-M2-048,Angular Momentum About a Combined Center of Mass,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-12.md,Use $\vec L=\vec r\times\vec p$ for a particle's angular momentum about an origin.,use l= r\times p for a particle's angular momentum about an origin,"Physics concept, law, or relation",Energy and momentum | Rolling and angular momentum,Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Angular Speed from Angular Momentum,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-13.md,0.2911,algorithmic-screen-only,false,true
P212-0437,M2,212-M2-048,212-M2-048,Angular Momentum About a Combined Center of Mass,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-12.md,Use the right-hand rule for Cartesian unit vectors.,use the right-hand rule for cartesian unit vectors,Representation and spatial literacy,,Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Direction of a Torque Vector,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,0.1823,algorithmic-screen-only,false,true
P212-0438,M2,212-M2-049,212-M2-049,Finding Angular Speed from Angular Momentum,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-13.md,Recognize angular momentum magnitude $L$ and moment of inertia $I$ about a specified axis.,recognize angular momentum magnitude l and moment of inertia i about a specified axis,Representation and spatial literacy,Moment of inertia | Energy and momentum | Rolling and angular momentum,,D2,Atomic,direct-match,1,212-M2-035,212-M2-035,Finding Angular Speed After a Bullet Embeds in a Rotor,M2,2026-07-14,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-5/Lessons/Problem-5.md,earlier,High,concept_equivalent,The lesson distinguishes angular momentum and moment of inertia about the same specified spindle axis.,1,0.3821,,,,semantically-reviewed,false,false
P212-0439,M2,212-M2-049,212-M2-049,Finding Angular Speed from Angular Momentum,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-13.md,Divide both sides of a symbolic equation by the same nonzero quantity.,divide both sides of a symbolic equation by the same nonzero quantity,Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Time for One Revolution While Speeding Up,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,0.1444,algorithmic-screen-only,false,true
P212-0440,M3,212-M3-001,212-M3-001,Scaling Force With an Inverse-Square Law,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-1.md,Evaluate squares of whole numbers and fractions.,evaluate squares of whole numbers and fractions,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.1664,algorithmic-screen-only,false,true
P212-0441,M3,212-M3-001,212-M3-001,Scaling Force With an Inverse-Square Law,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-1.md,Substitute an expression such as $2r$ for a variable.,substitute an expression such as 2r for a variable,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Variable-Density Rod: Center of Mass,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,0.2248,algorithmic-screen-only,false,true
P212-0442,M3,212-M3-001,212-M3-001,Scaling Force With an Inverse-Square Law,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-1.md,Simplify a fraction by factoring a constant from its denominator.,simplify a fraction by factoring a constant from its denominator,Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.2153,algorithmic-screen-only,false,true
P212-0443,M3,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Adding a whole number and a fraction,adding a whole number and a fraction,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.1754,algorithmic-screen-only,false,true
P212-0444,M3,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Writing and simplifying ratios,writing and simplifying ratios,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,direct-match,1,212-M3-014,212-M3-014,Scaling Surface Gravity With Mass and Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,later,Medium,worked_move_equivalent,"The lesson forms a ratio of two surface-gravity equations, cancels shared factors, and simplifies the scale factor.",7,0.1782,,,,semantically-reviewed,true,true
P212-0445,M3,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Squaring fractions,squaring fractions,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.2519,algorithmic-screen-only,false,true
P212-0446,M3,212-M3-002,212-M3-002,Gravity at Altitude as a Fraction of Surface Gravity,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-2.md,Gravitational acceleration: $g=GM/r^2$,gravitational acceleration: g=gm/r^2,"Physics concept, law, or relation",Kinematics,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.2116,algorithmic-screen-only,false,true
P212-0447,M3,212-M3-003,212-M3-003,Finding a Geostationary Satellite's Altitude,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Circular-orbit period equation,circular-orbit period equation,"Physics concept, law, or relation",Circular and rotational motion | Gravitation and orbits,Algebra and formula manipulation,D2,Atomic,direct-match,1,212-M3-015,212-M3-015,Scaling Orbital Period with Orbital Radius,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-5.md,later,High,concept_equivalent,The lesson states the circular-orbit relation T squared equals C r cubed and practices solving period ratios.,1,0.4853,,,,semantically-reviewed,false,true
P212-0448,M3,212-M3-003,212-M3-003,Finding a Geostationary Satellite's Altitude,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Rearranging formulas with several variables,rearranging formulas with several variables,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Comparing Pendulum Periods When Bob Mass Changes,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-1.md,0.148,algorithmic-screen-only,false,true
P212-0449,M3,212-M3-003,212-M3-003,Finding a Geostationary Satellite's Altitude,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Taking a cube root,taking a cube root,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Bounding the Center of Mass of Two Unequal Cubes,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,0.2437,algorithmic-screen-only,false,true
P212-0450,M3,212-M3-003,212-M3-003,Finding a Geostationary Satellite's Altitude,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-3.md,Converting hours to seconds and meters to kilometers,converting hours to seconds and meters to kilometers,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Convert Revolutions Per Second to Angular Frequency,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,0.1814,algorithmic-screen-only,false,true
P212-0451,M3,212-M3-004,212-M3-004,Finding Orbital Distance From Orbital Period,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,Evaluate squares and cube roots.,evaluate squares and cube roots,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Bounding the Center of Mass of Two Unequal Cubes,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,0.222,algorithmic-screen-only,false,true
P212-0452,M3,212-M3-004,212-M3-004,Finding Orbital Distance From Orbital Period,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,Interpret a fractional exponent such as $x^{2/3}$.,interpret a fractional exponent such as x^2/3,Semantic and physical interpretation,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Moment of Inertia About an Off-Center Rod Pivot,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,0.1951,algorithmic-screen-only,false,true
P212-0453,M3,212-M3-004,212-M3-004,Finding Orbital Distance From Orbital Period,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,Round a numerical result to a stated number of significant figures.,round a numerical result to a stated number of significant figures,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Radial Acceleration From Inward Forces,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,0.153,algorithmic-screen-only,false,true
P212-0454,M3,212-M3-005,212-M3-005,Finding Orbital Distance From Orbital Period,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-1.md,Solve $x^3=b$ by taking the cube root of both sides.,solve x^3=b by taking the cube root of both sides,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Bounding the Center of Mass of Two Unequal Cubes,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,0.2228,algorithmic-screen-only,false,true
P212-0455,M3,212-M3-005,212-M3-005,Finding Orbital Distance From Orbital Period,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-1.md,Rewrite $\sqrt[3]{x^2}$ as $x^{2/3}$ for positive $x$.,rewrite [3]x^2 as x^2/3 for positive x,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Counting Wavelengths in a Refractive Medium,/Users/jake/Developer/study/vault/212/M5/2026-07-28-HW-7/Lessons/Problem-3.md,0.2017,algorithmic-screen-only,false,true
P212-0456,M3,212-M3-005,212-M3-005,Finding Orbital Distance From Orbital Period,2026-07-16,/Users/jake/Developer/study/vault/212/M3/2026-07-16-M3-2/Lessons/Problem-1.md,Evaluate fractional exponents with a scientific calculator.,evaluate fractional exponents with a scientific calculator,Measurement and computation,,Algebra and formula manipulation,D2,Atomic,direct-match,1,212-M3-004,212-M3-004,Finding Orbital Distance From Orbital Period,M3,2026-07-15,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-4.md,earlier,High,worked_move_equivalent,A dedicated section evaluates a fractional exponent when computing orbital distance from period.,1,0.302,,,,semantically-reviewed,false,false
